date,meteors
2019-04-23,0
2019-04-23,2
2019-04-23,0
2019-04-23,0
2019-04-23,5
2019-04-23,0
2019-04-23,1
2019-04-23,2
2019-04-23,0
2019-04-23,0
2019-04-23,2
2019-04-23,0
2019-04-23,1
2019-04-23,5
2019-04-23,0
2019-04-23,2
2019-04-23,4
2019-04-23,0
2019-04-23,1
2019-04-23,2
2019-04-23,2
2019-04-23,2
2019-04-23,0
2019-04-23,0
2019-04-23,2
2019-04-24,1
2019-04-24,1
2019-04-24,1
2019-04-24,2
2019-04-24,0
2019-04-24,1
2019-04-24,3
2019-04-24,0
2019-04-24,2
2019-04-24,1
2019-04-24,0
2019-04-24,0
2019-04-24,2
2019-04-24,3
2019-04-24,3
2019-04-24,10
2019-04-24,3
2019-04-24,4
2019-04-24,12
2019-04-24,3
2019-04-24,2
2019-04-24,11
2019-04-24,4
2019-04-24,4
2019-04-24,12
2019-04-25,0
2019-04-25,3
2019-04-25,0
2019-04-25,0
2019-04-25,0
2019-04-25,0
2019-04-25,0
2019-04-25,2
2019-04-25,3
2019-04-25,2
2019-04-25,11
2019-04-25,2
2019-04-25,2
2019-04-25,13
2019-04-25,1
2019-04-25,1
2019-04-25,0
2019-04-25,4
2019-04-25,2
2019-04-25,1
2019-04-25,12
2019-04-26,4
2019-04-26,4
2019-04-26,0
2019-04-26,5
2019-04-26,1
2019-04-26,3
2019-04-26,1
2019-04-26,8
2019-04-26,1
2019-04-26,7
2019-04-26,0
2019-04-26,4
2019-04-26,2
2019-04-26,0
2019-04-26,0
2019-04-26,0
2019-04-26,4
2019-04-26,2
2019-04-26,0
2019-04-26,0
2019-04-26,2
2019-04-26,2
2019-04-26,0
2019-04-26,0
2019-04-26,0
2019-04-26,9
2019-04-26,2
2019-04-26,0
2019-04-26,9
2019-04-26,3
2019-04-26,0
2019-04-26,0
2019-04-26,0
2019-04-26,6
2019-04-26,1
2019-04-26,0
2019-04-26,3
2019-04-26,1
2019-04-26,0
2019-04-26,0
2019-04-26,2
2019-04-26,0
2019-04-26,1
2019-04-26,0
2019-04-26,0
2019-04-26,9
2019-04-26,0
2019-04-26,0
2019-04-26,0
2019-04-26,1
2019-04-26,1
2019-04-26,0
2019-04-26,0
2019-04-26,0
2019-04-26,9
2019-04-26,0
2019-04-26,0
2019-04-26,0
2019-04-26,3
2019-04-26,2
2019-04-26,6
2019-04-27,2
2019-04-27,1
2019-04-27,1
2019-04-27,4
2019-04-27,1
2019-04-27,2
2019-04-27,1
2019-04-27,7
2019-04-27,1
2019-04-27,6
2019-04-27,2
2019-04-27,3
2019-04-27,5
2019-04-27,0
2019-04-27,1
2019-04-27,2
2019-04-27,0
2019-04-27,0
2019-04-27,1
2019-04-28,2
2019-04-28,1
2019-04-28,5
2019-04-28,2
2019-04-28,1
2019-04-28,5
2019-04-28,4
2019-04-28,0
2019-04-28,0
2019-04-28,8
2019-04-28,2
2019-04-28,0
2019-04-28,11
2019-04-28,3
2019-04-28,0
2019-04-28,0
2019-04-28,6
2019-04-28,2
2019-04-28,0
2019-04-28,5
2019-04-28,1
2019-04-28,0
2019-04-28,0
2019-04-28,5
2019-04-28,0
2019-04-28,0
2019-04-28,0
2019-04-28,3
2019-04-28,0
2019-04-28,0
2019-04-28,0
2019-04-28,8
2019-04-28,0
2019-04-28,0
2019-04-28,0
2019-04-28,1
2019-04-28,0
2019-04-28,0
2019-04-28,0
2019-04-28,6
2019-04-28,1
2019-04-28,5
2019-04-28,1
2019-04-28,0
2019-04-28,0
2019-04-28,2
2019-04-29,1
2019-04-29,2
2019-04-29,2
2019-04-29,2
2019-04-29,4
2019-04-29,0
2019-04-29,2
2019-04-29,1
2019-04-29,9
2019-04-29,3
2019-04-29,0
2019-04-29,0
2019-04-29,6
2019-04-29,1
2019-04-29,0
2019-04-29,4
2019-04-29,1
2019-04-29,0
2019-04-29,0
2019-04-29,7
2019-04-29,1
2019-04-29,0
2019-04-29,3
2019-04-29,0
2019-04-29,0
2019-04-29,0
2019-04-29,7
2019-04-29,0
2019-04-29,0
2019-04-29,0
2019-04-29,5
2019-04-29,0
2019-04-29,0
2019-04-29,1
2019-04-29,2
2019-04-29,9
2019-04-29,0
2019-04-29,3
2019-04-29,2
2019-04-29,10
2019-04-29,1
2019-04-30,2
2019-04-30,3
2019-04-30,0
2019-04-30,6
2019-04-30,2
2019-04-30,3
2019-04-30,0
2019-04-30,9
2019-04-30,2
2019-04-30,1
2019-04-30,1
2019-04-30,9
2019-04-30,3
2019-04-30,7
2019-04-30,2
2019-04-30,0
2019-04-30,2
2019-04-30,12
2019-04-30,2
2019-04-30,4
2019-04-30,3
2019-04-30,0
2019-04-30,1
2019-04-30,10
2019-05-01,2
2019-05-01,0
2019-05-01,2
2019-05-01,13
2019-05-01,0
2019-05-01,1
2019-05-01,0
2019-05-01,11
2019-05-01,0
2019-05-01,1
2019-05-01,0
2019-05-01,1
2019-05-01,0
2019-05-01,2
2019-05-01,0
2019-05-01,3
2019-05-01,0
2019-05-01,2
2019-05-01,0
2019-05-01,1
2019-05-01,1
2019-05-01,0
2019-05-01,0
2019-05-01,0
2019-05-01,0
2019-05-01,8
2019-05-01,0
2019-05-01,0
2019-05-01,1
2019-05-01,1
2019-05-01,5
2019-05-01,0
2019-05-01,5
2019-05-01,1
2019-05-01,5
2019-05-01,0
2019-05-01,0
2019-05-01,6
2019-05-01,1
2019-05-01,7
2019-05-02,2
2019-05-02,8
2019-05-02,0
2019-05-02,9
2019-05-02,0
2019-05-02,4
2019-05-02,1
2019-05-02,3
2019-05-02,1
2019-05-02,0
2019-05-02,5
2019-05-02,1
2019-05-02,1
2019-05-02,0
2019-05-02,1
2019-05-02,0
2019-05-02,2
2019-05-02,1
2019-05-02,3
2019-05-02,1
2019-05-02,9
2019-05-02,0
2019-05-02,6
2019-05-02,12
2019-05-02,9
2019-05-02,0
2019-05-02,1
2019-05-02,4
2019-05-02,1
2019-05-02,0
2019-05-02,4
2019-05-02,4
2019-05-02,0
2019-05-02,2
2019-05-02,1
2019-05-02,0
2019-05-03,0
2019-05-03,0
2019-05-03,0
2019-05-03,5
2019-05-03,0
2019-05-03,3
2019-05-03,0
2019-05-03,8
2019-05-03,0
2019-05-03,5
2019-05-03,1
2019-05-03,1
2019-05-03,0
2019-05-03,0
2019-05-03,1
2019-05-03,2
2019-05-03,0
2019-05-03,2
2019-05-03,1
2019-05-03,0
2019-05-03,0
2019-05-03,0
2019-05-03,4
2019-05-03,6
2019-05-03,2
2019-05-03,0
2019-05-03,2
2019-05-03,0
2019-05-03,2
2019-05-03,1
2019-05-03,0
2019-05-03,0
2019-05-03,0
2019-05-03,2
2019-05-03,3
2019-05-03,8
2019-05-03,0
2019-05-03,0
2019-05-03,4
2019-05-04,1
2019-05-04,6
2019-05-04,0
2019-05-04,3
2019-05-04,0
2019-05-04,8
2019-05-04,0
2019-05-04,2
2019-05-04,0
2019-05-04,2
2019-05-04,0
2019-05-04,8
2019-05-04,2
2019-05-04,2
2019-05-04,2
2019-05-04,0
2019-05-04,11
2019-05-04,12
2019-05-04,5
2019-05-04,0
2019-05-04,9
2019-05-04,0
2019-05-04,0
2019-05-04,6
2019-05-04,1
2019-05-04,3
2019-05-04,12
2019-05-04,1
2019-05-04,0
2019-05-04,10
2019-05-04,0
2019-05-04,23
2019-05-04,15
2019-05-04,0
2019-05-04,22
2019-05-04,15
2019-05-04,11
2019-05-04,9
2019-05-04,0
2019-05-04,3
2019-05-04,11
2019-05-04,9
2019-05-04,1
2019-05-04,0
2019-05-04,5
2019-05-04,3
2019-05-04,4
2019-05-04,0
2019-05-04,4
2019-05-04,5
2019-05-04,0
2019-05-04,1
2019-05-04,0
2019-05-04,21
2019-05-04,15
2019-05-04,0
2019-05-04,22
2019-05-04,16
2019-05-04,9
2019-05-04,5
2019-05-04,5
2019-05-04,0
2019-05-04,5
2019-05-04,2
2019-05-04,10
2019-05-04,4
2019-05-04,3
2019-05-04,2
2019-05-04,0
2019-05-04,2
2019-05-04,10
2019-05-04,5
2019-05-04,0
2019-05-04,0
2019-05-04,9
2019-05-05,2
2019-05-05,0
2019-05-05,2
2019-05-05,15
2019-05-05,2
2019-05-05,1
2019-05-05,3
2019-05-05,5
2019-05-05,1
2019-05-05,3
2019-05-05,1
2019-05-05,4
2019-05-05,2
2019-05-05,1
2019-05-05,1
2019-05-05,9
2019-05-05,0
2019-05-05,0
2019-05-05,2
2019-05-05,0
2019-05-05,3
2019-05-05,0
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,2
2019-05-05,0
2019-05-05,0
2019-05-05,2
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,4
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,1
2019-05-05,11
2019-05-05,0
2019-05-05,1
2019-05-05,2
2019-05-05,10
2019-05-05,7
2019-05-05,14
2019-05-05,0
2019-05-05,1
2019-05-05,7
2019-05-05,0
2019-05-05,0
2019-05-05,0
2019-05-05,2
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,0
2019-05-05,0
2019-05-05,1
2019-05-05,2
2019-05-05,1
2019-05-05,2
2019-05-05,2
2019-05-05,1
2019-05-05,1
2019-05-05,2
2019-05-05,0
2019-05-05,1
2019-05-05,1
2019-05-05,0
2019-05-05,4
2019-05-05,0
2019-05-05,0
2019-05-05,0
2019-05-05,1
2019-05-05,12
2019-05-05,2
2019-05-05,1
2019-05-05,0
2019-05-05,3
2019-05-05,1
2019-05-05,0
2019-05-05,0
2019-05-05,1
2019-05-05,1
2019-05-05,4
2019-05-05,0
2019-05-05,8
2019-05-05,1
2019-05-05,2
2019-05-05,0
2019-05-05,6
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,1
2019-05-05,1
2019-05-05,3
2019-05-05,0
2019-05-05,0
2019-05-05,2
2019-05-05,0
2019-05-05,1
2019-05-05,8
2019-05-05,0
2019-05-05,2
2019-05-05,1
2019-05-05,1
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,4
2019-05-05,6
2019-05-05,5
2019-05-05,2
2019-05-05,8
2019-05-05,0
2019-05-05,1
2019-05-05,0
2019-05-05,1
2019-05-05,5
2019-05-05,0
2019-05-05,0
2019-05-05,3
2019-05-05,10
2019-05-05,1
2019-05-05,0
2019-05-05,4
2019-05-05,7
2019-05-05,5
2019-05-05,7
2019-05-05,7
2019-05-05,9
2019-05-05,0
2019-05-05,0
2019-05-05,4
2019-05-05,2
2019-05-05,0
2019-05-05,6
2019-05-05,1
2019-05-05,0
2019-05-05,2
2019-05-05,3
2019-05-05,0
2019-05-05,10
2019-05-05,2
2019-05-05,0
2019-05-05,10
2019-05-05,0
2019-05-05,6
2019-05-05,7
2019-05-05,0
2019-05-05,9
2019-05-05,7
2019-05-05,0
2019-05-05,3
2019-05-05,6
2019-05-05,16
2019-05-05,4
2019-05-05,1
2019-05-05,17
2019-05-05,20
2019-05-05,0
2019-05-05,10
2019-05-05,12
2019-05-05,4
2019-05-05,2
2019-05-05,1
2019-05-05,3
2019-05-05,0
2019-05-05,19
2019-05-05,10
2019-05-05,1
2019-05-05,3
2019-05-05,0
2019-05-05,19
2019-05-05,13
2019-05-05,3
2019-05-05,2
2019-05-05,4
2019-05-05,2
2019-05-05,9
2019-05-05,0
2019-05-05,0
2019-05-05,0
2019-05-05,0
2019-05-05,1
2019-05-05,1
2019-05-05,0
2019-05-05,0
2019-05-05,1
2019-05-06,4
2019-05-06,3
2019-05-06,2
2019-05-06,13
2019-05-06,1
2019-05-06,2
2019-05-06,3
2019-05-06,5
2019-05-06,2
2019-05-06,2
2019-05-06,0
2019-05-06,6
2019-05-06,0
2019-05-06,3
2019-05-06,0
2019-05-06,0
2019-05-06,0
2019-05-06,0
2019-05-06,7
2019-05-06,0
2019-05-06,0
2019-05-06,1
2019-05-06,0
2019-05-06,3
2019-05-06,0
2019-05-06,1
2019-05-06,3
2019-05-06,6
2019-05-06,3
2019-05-06,1
2019-05-06,2
2019-05-06,0
2019-05-06,5
2019-05-06,0
2019-05-06,0
2019-05-06,3
2019-05-06,8
2019-05-06,0
2019-05-06,2
2019-05-06,2
2019-05-06,4
2019-05-06,3
2019-05-06,0
2019-05-06,4
2019-05-06,1
2019-05-06,0
2019-05-06,2
2019-05-06,2
2019-05-06,2
2019-05-06,4
2019-05-06,3
2019-05-06,1
2019-05-06,7
2019-05-06,0
2019-05-06,0
2019-05-06,0
2019-05-06,1
2019-05-06,3
2019-05-06,1
2019-05-06,0
2019-05-06,3
2019-05-06,0
2019-05-06,14
2019-05-06,3
2019-05-06,2
2019-05-06,2
2019-05-06,0
2019-05-06,9
2019-05-06,4
2019-05-06,5
2019-05-06,2
2019-05-06,3
2019-05-06,0
2019-05-06,12
2019-05-06,12
2019-05-06,0
2019-05-06,3
2019-05-06,1
2019-05-06,0
2019-05-06,0
2019-05-06,16
2019-05-06,9
2019-05-06,0
2019-05-06,0
2019-05-06,0
2019-05-06,0
2019-05-06,1
2019-05-06,3
2019-05-06,1
2019-05-06,0
2019-05-06,0
2019-05-06,10
2019-05-06,5
2019-05-06,0
2019-05-06,0
2019-05-06,1
2019-05-06,0
2019-05-06,4
2019-05-06,3
2019-05-06,3
2019-05-06,0
2019-05-06,2
2019-05-06,0
2019-05-06,1
2019-05-06,2
2019-05-06,1
2019-05-06,0
2019-05-06,20
2019-05-06,7
2019-05-06,2
2019-05-06,1
2019-05-06,2
2019-05-06,1
2019-05-06,0
2019-05-06,4
2019-05-06,1
2019-05-06,14
2019-05-06,3
2019-05-06,0
2019-05-06,1
2019-05-06,2
2019-05-06,1
2019-05-06,5
2019-05-06,1
2019-05-06,0
2019-05-06,0
2019-05-06,19
2019-05-06,5
2019-05-06,16
2019-05-06,4
2019-05-06,4
2019-05-06,0
2019-05-06,4
2019-05-07,1
2019-05-07,1
2019-05-07,0
2019-05-07,4
2019-05-07,0
2019-05-07,0
2019-05-07,0
2019-05-07,0
2019-05-07,2
2019-05-07,0
2019-05-07,0
2019-05-07,1
2019-05-07,0
2019-05-07,4
2019-05-07,0
2019-05-07,1
2019-05-07,0
2019-05-07,0
2019-05-07,2
2019-05-07,0
2019-05-07,0
2019-05-07,2
2019-05-07,0
2019-05-07,3
2019-05-07,0
2019-05-07,0
2019-05-07,1
2019-05-07,2
2019-05-07,4
2019-05-07,0
2019-05-07,1
2019-05-07,14
2019-05-07,12
2019-05-07,0
2019-05-07,9
2019-05-07,8
2019-05-07,2
2019-05-07,0
2019-05-07,12
2019-05-07,5
2019-05-07,1
2019-05-07,13
2019-05-07,3
2019-05-07,1
2019-05-07,1
2019-05-07,1
2019-05-07,11
2019-05-07,10
2019-05-07,1
2019-05-07,2
2019-05-07,2
2019-05-07,16
2019-05-07,3
2019-05-07,0
2019-05-07,20
2019-05-07,7
2019-05-07,2
2019-05-07,3
2019-05-07,11
2019-05-07,6
2019-05-07,0
2019-05-07,15
2019-05-07,7
2019-05-07,14
2019-05-07,4
2019-05-07,0
2019-05-07,13
2019-05-07,9
2019-05-07,9
2019-05-07,4
2019-05-07,5
2019-05-07,5
2019-05-07,2
2019-05-07,1
2019-05-07,8
2019-05-07,3
2019-05-07,2
2019-05-07,9
2019-05-07,3
2019-05-07,2
2019-05-07,9
2019-05-07,1
2019-05-07,0
2019-05-07,3
2019-05-07,8
2019-05-08,5
2019-05-08,2
2019-05-08,0
2019-05-08,5
2019-05-08,4
2019-05-08,2
2019-05-08,10
2019-05-08,12
2019-05-08,0
2019-05-08,8
2019-05-08,4
2019-05-08,0
2019-05-08,13
2019-05-08,0
2019-05-08,1
2019-05-08,17
2019-05-08,0
2019-05-08,0
2019-05-08,1
2019-05-08,4
2019-05-08,6
2019-05-08,12
2019-05-08,1
2019-05-08,2
2019-05-08,5
2019-05-08,1
2019-05-08,11
2019-05-08,8
2019-05-08,0
2019-05-08,10
2019-05-08,6
2019-05-08,0
2019-05-08,17
2019-05-08,7
2019-05-08,0
2019-05-08,14
2019-05-08,11
2019-05-08,5
2019-05-08,1
2019-05-09,1
2019-05-09,2
2019-05-09,2
2019-05-09,10
2019-05-09,0
2019-05-09,15
2019-05-09,1
2019-05-09,6
2019-05-09,6
2019-05-09,0
2019-05-09,8
2019-05-09,3
2019-05-09,0
2019-05-09,8
2019-05-09,8
2019-05-09,0
2019-05-09,12
2019-05-09,3
2019-05-09,2
2019-05-09,12
2019-05-09,0
2019-05-09,5
2019-05-09,15
2019-05-09,0
2019-05-09,21
2019-05-09,21
2019-05-09,0
2019-05-09,15
2019-05-09,19
2019-05-10,0
2019-05-10,4
2019-05-10,1
2019-05-10,2
2019-05-10,0
2019-05-10,5
2019-05-10,1
2019-05-10,4
2019-05-10,0
2019-05-10,4
2019-05-10,0
2019-05-10,2
2019-05-10,12
2019-05-10,11
2019-05-11,7
2019-05-11,0
2019-05-11,0
2019-05-11,6
2019-05-11,5
2019-05-11,0
2019-05-11,0
2019-05-11,9
2019-05-11,1
2019-05-11,1
2019-05-11,6
2019-05-11,2
2019-05-11,0
2019-05-11,10
2019-05-11,4
2019-05-11,2
2019-05-11,0
2019-05-11,11
2019-05-11,8
2019-05-11,10
2019-05-11,1
2019-05-11,8
2019-05-11,6
2019-05-11,7
2019-05-11,1
2019-05-11,10
2019-05-11,2
2019-05-11,0
2019-05-11,3
2019-05-11,5
2019-05-11,0
2019-05-11,1
2019-05-11,2
2019-05-11,4
2019-05-11,2
2019-05-11,4
2019-05-11,2
2019-05-11,4
2019-05-11,3
2019-05-11,3
2019-05-15,5
2019-05-15,12
2019-05-22,2
2019-05-22,5
2019-05-22,3
2019-05-22,0
2019-05-22,8
2019-05-22,6
2019-05-23,1
2019-05-23,3
2019-05-23,1
2019-05-23,2
2019-05-23,4
2019-05-23,3
2019-05-23,2
2019-05-23,4
2019-05-23,2
2019-05-23,9
2019-05-23,1
2019-05-23,8
2019-05-24,1
2019-05-24,0
2019-05-24,2
2019-05-24,3
2019-05-24,1
2019-05-24,0
2019-05-24,0
2019-05-24,1
2019-05-24,0
2019-05-24,0
2019-05-24,1
2019-05-24,0
2019-05-25,3
2019-05-25,10
2019-05-25,3
2019-05-25,0
2019-05-25,0
2019-05-25,9
2019-05-25,1
2019-05-25,5
2019-05-26,0
2019-05-26,5
2019-05-26,0
2019-05-26,8
2019-05-26,4
2019-05-26,4
2019-05-26,3
2019-05-26,6
2019-05-26,5
2019-05-26,8
2019-05-26,3
2019-05-26,10
2019-05-27,5
2019-05-27,8
2019-05-27,0
2019-05-27,9
2019-05-27,9
2019-05-27,7
2019-05-27,10
2019-05-27,4
2019-05-27,11
2019-05-28,5
2019-05-28,0
2019-05-28,3
2019-05-28,2
2019-05-28,1
2019-05-28,7
2019-05-28,2
2019-05-28,8
2019-05-28,3
2019-05-28,11
2019-05-28,4
2019-05-28,11
2019-05-28,3
2019-05-28,11
2019-05-29,2
2019-05-29,6
2019-05-29,0
2019-05-29,4
2019-05-29,1
2019-05-29,4
2019-05-29,0
2019-05-29,0
2019-05-29,5
2019-05-29,4
2019-05-29,7
2019-05-29,2
2019-05-29,11
2019-05-29,4
2019-05-29,9
2019-05-29,1
2019-05-29,1
2019-05-29,8
2019-05-29,5
2019-05-29,0
2019-05-29,9
2019-05-29,3
2019-05-29,9
2019-05-29,3
2019-05-29,0
2019-05-29,15
2019-05-30,0
2019-05-30,0
2019-05-30,3
2019-05-30,2
2019-05-30,0
2019-05-30,1
2019-05-30,2
2019-05-30,3
2019-05-30,1
2019-05-30,7
2019-05-30,4
2019-05-30,6
2019-05-30,1
2019-05-30,3
2019-05-30,2
2019-05-30,13
2019-05-30,5
2019-05-30,15
2019-05-30,1
2019-05-30,2
2019-05-30,2
2019-05-30,7
2019-05-30,2
2019-05-30,9
